"date","price","rate","obs","r_sq","sigma_preds_garch11ma1.norm","sigma_preds_garch11ma1.std","sigma_preds_garch11ma1.ged","sigma_preds_garch11ma1.sstd","sigma_preds_egarch11ma1.norm","sigma_preds_egarch11ma1.std","sigma_preds_egarch11ma1.ged","sigma_preds_egarch11ma1.sstd","sigma_preds_tgarch11ma1.norm","sigma_preds_tgarch11ma1.std","sigma_preds_tgarch11ma1.ged","sigma_preds_tgarch11ma1.sstd","sigma_preds_cgarch11ma1.norm","sigma_preds_cgarch11ma1.std","sigma_preds_cgarch11ma1.ged","sigma_preds_cgarch11ma1.sstd","sigma_preds_RW","sigma_preds_HA","sigma_preds_MA1","sigma_preds_MA3"
"2020-08-19",52262.21,-0.00436379686191806,2656,1.90427230520859e-05,0.000101441072793315,0.000100903039498269,9.95208331386361e-05,0.000101980557568455,9.32892526921174e-05,9.33402830317943e-05,9.21817138740095e-05,9.40604318380342e-05,8.50359522737289e-05,8.52946635784027e-05,8.41764226206979e-05,8.62185174037245e-05,0.000103251590710806,0.000107433460311814,0.000103965785705205,0.00011035191844749,5.71238645805495e-05,0.000116792157863518,0.000313796703920594,0.000152916752408094
"2020-08-20",51842.65,-0.00806037819088747,2657,6.49696965801343e-05,9.52927473120863e-05,9.47388109339446e-05,9.36193009350367e-05,9.60491187632735e-05,9.21912720906764e-05,9.27900447107159e-05,9.1627828703338e-05,9.35562849215983e-05,8.49434997981306e-05,8.57312098633101e-05,8.46147255344959e-05,8.66436666274311e-05,9.57898133029503e-05,0.000100368476658642,9.74676942672333e-05,0.000103911079321821,1.90427230520859e-05,0.000116755340750595,0.000312346383892324,0.000152931077880418
"2020-08-21",51920.09,0.0014926362657306,2658,2.22796302177419e-06,9.30268965064656e-05,9.28162260910705e-05,9.15622133587948e-05,9.38821300899713e-05,9.91323149352779e-05,0.000100206028328525,9.88213465519996e-05,0.000100749768037697,9.3544970649249e-05,9.46278791843371e-05,9.33601928036158e-05,9.51962661416976e-05,9.55134823491511e-05,9.84585383204029e-05,9.43400719116307e-05,0.000102704917112082,6.49696965801343e-05,0.000116735843143603,0.000310195484738551,0.000152996137998151
"2020-08-24",52424.18,0.0096621294428029,2659,9.33567453694787e-05,8.69219482453579e-05,8.66992881638606e-05,8.54370158429456e-05,8.7798022926489e-05,9.10959207031625e-05,9.21620563261187e-05,9.0820163594723e-05,9.28623978631835e-05,8.52316936919926e-05,8.64364306542055e-05,8.5135958289716e-05,8.72062589055138e-05,8.76246685168047e-05,9.17882626804659e-05,8.78651891533903e-05,9.35739690948152e-05,2.22796302177419e-06,0.000116692746463091,0.00030999109552616,0.000152984686921716
"2020-08-25",51963.74,-0.00882176761615797,2660,7.78235838734935e-05,8.74610370731211e-05,8.75116440824309e-05,8.63715150581181e-05,8.85612794517836e-05,8.63666362590546e-05,8.68411300476473e-05,8.59467736503968e-05,8.77106291409457e-05,8.01381927453338e-05,8.07747188706245e-05,7.99284691453894e-05,8.17378496359221e-05,9.15904292790501e-05,9.26642101047252e-05,8.93876731642198e-05,9.59016161520548e-05,9.33567453694787e-05,0.000116683966929195,0.000309527192364471,0.000152960304920788
"2020-08-26",52518.38,0.0106170359096024,2661,0.000112721451505788,8.81157202779471e-05,8.79098426094636e-05,8.66667925755133e-05,8.86803423212244e-05,9.71053942203128e-05,9.77135826769207e-05,9.62636250113698e-05,9.80651269601264e-05,9.27203477616435e-05,9.32374929892419e-05,9.19365812519318e-05,9.35692478430181e-05,9.17755154157896e-05,9.5120076898042e-05,9.0977625122768e-05,9.66771903364792e-05,7.78235838734935e-05,0.0001166693522684,0.000309798781248257,0.000153004950897969
"2020-08-27",52528.67,0.000195912213296946,2662,3.83815953189082e-08,9.11745147900755e-05,9.08484931693293e-05,8.923398103118e-05,9.13292767742946e-05,9.24308032200579e-05,9.22833121744876e-05,9.13392273688542e-05,9.28345630656428e-05,8.73717779302178e-05,8.72025624354019e-05,8.64039087185105e-05,8.77752977426427e-05,9.56615360597939e-05,9.78014483960129e-05,9.39902590949247e-05,0.000100541694545872,0.000112721451505788,0.000116667868095181,0.000310235735936124,0.00015307618670874
"2020-08-28",52237.26,-0.0055630824170268,2663,3.09478859786327e-05,8.50540124624619e-05,8.47510749926454e-05,8.34342685725673e-05,8.53633320840747e-05,8.55600864908179e-05,8.54425379393093e-05,8.41911532778599e-05,8.59348575373242e-05,8.04961049575656e-05,8.04534239969185e-05,7.92428799719527e-05,8.10069076411487e-05,8.50775181378951e-05,9.10352229863454e-05,8.74562392025937e-05,9.24354510242169e-05,3.83815953189082e-08,0.000116624038900705,0.000310235877376754,0.000153055806756545
"2020-08-31",51629.45,-0.0117037872493743,2664,0.000136978635978616,8.16375915669962e-05,8.1448704601012e-05,8.01926092751032e-05,8.20627302987725e-05,8.82878699546294e-05,8.85457082837317e-05,8.71199900140309e-05,8.89070149024418e-05,8.44066053707739e-05,8.46435382772803e-05,8.32853870016091e-05,8.50034821712385e-05,8.18347654955485e-05,8.68874742781646e-05,8.32339405633455e-05,8.91755973285715e-05,3.09478859786327e-05,0.000116591854019818,0.000310351771329903,0.000153092814972447
"2020-09-01",50937.27,-0.0134973704600671,2665,0.000182179009336291,8.55321460507507e-05,8.55078434322432e-05,8.43327332280831e-05,8.60422361699734e-05,0.000102865758573741,0.000103720945322681,0.000102005469800343,0.000103664878096694,0.000101005037802437,0.000101502163305278,0.00010000907183115,0.000101294525795587,9.010852510321e-05,9.21701743907822e-05,8.71879132392477e-05,9.41900336315007e-05,0.000136978635978616,0.00011659950958946,0.000310869052355968,0.000153264174391189
"2020-09-02",51356.24,0.00819157232561105,2666,6.71018571657169e-05,9.14460851104637e-05,9.16386140789291e-05,9.06231310228059e-05,9.21088214233813e-05,0.000120510415666551,0.00012223830700885,0.000120290060541178,0.000121793440196348,0.000121004613200707,0.000121997765187244,0.000120457892379848,0.000121208955903165,9.66397347342795e-05,9.99168583763101e-05,9.45994721918315e-05,0.000101262149299562,0.000182179009336291,0.000116624126518795,0.000311588199759092,0.000153408318451765
"2020-09-03",50915.67,-0.00861571325514749,2667,7.42305148949242e-05,9.09826335171396e-05,9.09865800819725e-05,8.98784839091081e-05,9.13660425605017e-05,0.00011273562138351,0.000113758605449483,0.00011225796832273,0.000113659875654009,0.000111710647717827,0.00011223718359598,0.000111056489112419,0.000111927695638669,9.24987929845078e-05,0.000100084156236466,9.40329579623116e-05,0.00010088400980601,6.71018571657169e-05,0.000116605544053747,0.000310470665539716,0.00015349324990586
"2020-09-04",50522.18,-0.00775828694538783,2668,6.01910163269753e-05,9.08652003231403e-05,9.06908152338692e-05,8.94632347939538e-05,9.08929961583924e-05,0.000122143045518934,0.000123323969985175,0.000121194835130826,0.000122759024126452,0.000122933217104443,0.000123458727465035,0.000121685031413094,0.000122555807259645,9.21285383602918e-05,9.96448864320928e-05,9.42139777688564e-05,0.000100831884649208,7.42305148949242e-05,0.00011658964944416,0.000310526822513068,0.000153544463213569
"2020-09-07",50815.26,0.00578425539752974,2669,3.3457610503852e-05,8.83165468610659e-05,8.83847820783068e-05,8.73123919554948e-05,8.87233065865297e-05,0.000126023016869701,0.000127952143364909,0.000125777832179024,0.000127423029337468,0.000127913314268801,0.000129200363583269,0.000127365061617148,0.000128283502575846,8.84672070534433e-05,9.6181710268678e-05,9.2790813618731e-05,9.84445522464974e-05,6.01910163269753e-05,0.000116568502600096,0.000308054491436102,0.000153606804095533
"2020-09-08",49556.34,-0.0250864990210989,2670,0.000629332433135596,8.52128889425308e-05,8.52626304771962e-05,8.41283102457916e-05,8.55703561634922e-05,0.000116599202273964,0.000118103385862743,0.000116246973693659,0.000117952549879613,0.000116792902697527,0.000117922104240113,0.00011628984713194,0.000117543123956251,8.50762249967956e-05,9.27676635903448e-05,8.89894759311424e-05,9.56685948897087e-05,3.3457610503852e-05,0.000116537351591065,0.000308124192767924,0.000153650146809724
"2020-09-09",50757.07,0.023940714408969,2671,0.000573157806411814,0.000125362681235341,0.000124552125594867,0.000123078824997749,0.000123769740991349,0.000170619985483481,0.000172861456876147,0.000169506278298768,0.000170579898815812,0.000173877955813052,0.000174658495399265,0.000172178560603245,0.000171825339794992,0.000145598733370587,0.000137625979346551,0.00013189993152619,0.000139003410860629,0.000629332433135596,0.000116729481632857,0.00030995729015384,0.000154017083911464
"2020-09-10",50561.3,-0.00386445703056925,2672,1.49340281411161e-05,0.000162043928696849,0.000159782290516875,0.0001573628684262,0.000157415802054473,0.000165341257225658,0.000164953290727364,0.000163120505193829,0.000163399846228103,0.000165689087148337,0.000164122065185684,0.000163159410111135,0.000162276270963798,0.000179267742084491,0.000177484752253716,0.000171478402258151,0.000175320765853689,0.000573157806411814,0.000116900428570977,0.000312218089755881,0.00015475424170836
"2020-09-11",50737.57,0.0034802002808546,2673,1.21117939948604e-05,0.000150810337421509,0.000148515332535496,0.000146080337365613,0.000146511043303845,0.000162585188273475,0.000161880581513624,0.000159012909180935,0.000159964330119709,0.000163574961368815,0.000161861676752288,0.00015951757337177,0.000159652710260394,0.000155082953692121,0.000163457489061851,0.000155791843531899,0.000163300886065362,1.49340281411161e-05,0.000116862253205784,0.00031223583696433,0.000154435391381871
"2020-09-14",50454.28,-0.00559908214126238,2674,3.13497208246033e-05,0.000139790504222355,0.000137668176727697,0.000135316465984253,0.0001362543610641,0.000147967368361545,0.000147408782555263,0.000144780237873694,0.000146156311458036,0.000146941660720544,0.000145853258177572,0.000143511728677119,0.000144465966381368,0.000144688312408103,0.000150527513633802,0.000144069566375245,0.0001491879303306,1.21117939948604e-05,0.000116823050189612,0.000312215313236313,0.000154258817201328
"2020-09-15",50037.97,-0.0082854624431002,2675,6.8648887896024e-05,0.000131246252806595,0.000129340455173516,0.000127123371399799,0.000128119352972644,0.000147186080346037,0.000147115212286832,0.000144135036165174,0.000145880347827633,0.000146968725623374,0.00014648530231798,0.000143670120152423,0.000145071894072135,0.000137253356071414,0.000140800422489841,0.000135422749798834,0.000139305992034275,3.13497208246033e-05,0.000116791073635417,0.000310902726737622,0.00015419781670394
"2020-09-16",49882.7,-0.00310786797120888,2676,9.658843326466e-06,0.000125630280649591,0.000124042826399213,0.000121988261388744,0.000123122967756273,0.000151440499187026,0.000152224532707528,0.000149075048285523,0.00015103498344466,0.000152647145559018,0.000153027839343583,0.000150044461100186,0.000151632751361006,0.000128228637052645,0.000134328687792482,0.000128745394373246,0.000132759777928579,6.8648887896024e-05,0.00011677306982624,0.00031112149067477,0.000154288423128698
"2020-09-17",50035.54,0.0030593036708166,2677,9.35933895027191e-06,0.00011653622374395,0.000115317069893867,0.000113256900311029,0.000114807820837166,0.000142460941641549,0.000143965795983308,0.000140942722264946,0.00014327292255048,0.000142941902609765,0.00014435524269094,0.00014136622328618,0.000143494231490552,0.000118328399526801,0.000124090214686374,0.000119127967853515,0.00012493826465494,9.658843326466e-06,0.000116733027124744,0.000311155942816814,0.000154284004927468
"2020-09-18",49825.58,-0.00420504615576511,2678,1.7682413172115e-05,0.000108671176117002,0.000107641703424344,0.00010578523532167,0.000107274161148357,0.00013001342855477,0.000131482674766103,0.000128700143579124,0.000131253898335444,0.000128802901779471,0.000130481686993575,0.000127601649340339,0.000130221835557859,0.000103964307329166,0.000115108985822624,0.0001107608485325,0.00011355594693156,9.35933895027191e-06,0.000116692902428117,0.000311188280382377,0.000154287395503243
"2020-09-21",48447.72,-0.0280432283677599,2679,0.000786422657286334,0.000102193116429619,0.000101329189680713,9.94914720151083e-05,0.000101124075642661,0.000127311816159585,0.000129053236991722,0.000126047636436657,0.00012883819855595,0.000126498874219163,0.000128520067613456,0.000125329276039947,0.000128268680189847,9.90980557644201e-05,0.000107575473049325,0.000104162105416208,0.000109235385498138,1.7682413172115e-05,0.000116655916813901,0.000311179978843031,0.000154310153155467
"2020-09-22",48741.38,0.00604308289050101,2680,3.65188508214661e-05,0.000149358643193295,0.000148042290879654,0.000146239005609771,0.000146967857411495,0.000189610322231578,0.000192652350907704,0.00018824383195859,0.000190226615760322,0.000191883006209971,0.000193992088625199,0.000189985342094958,0.00019128219123713,0.000174467110040517,0.000159936311751826,0.000155224343225913,0.000158691400035873,0.000786422657286334,0.00011690601641826,0.000314119983654199,0.000155332900281442
"2020-09-23",48482.58,-0.00532380312962249,2681,2.83428797629782e-05,0.000141756961560686,0.000140170362528099,0.000138036494278154,0.000139135046698915,0.000173644475398685,0.000175899995454796,0.000172015768200708,0.000174263313827529,0.000173400794445955,0.000175211309813586,0.000171534274119422,0.000173410690132266,0.000135780275631912,0.000150635463867842,0.000145871271779363,0.000150541337772842,3.65188508214661e-05,0.000116876010010796,0.00031391841639261,0.00015533384779495
"2020-09-24",48009.43,-0.00980710822101021,2682,9.6179371658606e-05,0.000133111710608701,0.000131581004559795,0.000129639492924475,0.000130837308277452,0.000170806085377142,0.000173183975596329,0.00016890036981287,0.00017155886350048,0.000171280695476479,0.000173370792075624,0.000169067250610184,0.000171555941941137,0.000125694313741735,0.000140715611968916,0.000136757425198121,0.000139663107251163,2.83428797629782e-05,0.000116842975260703,0.000313913054257959,0.000155369477775587
"2020-09-25",48294.74,0.00592520209087384,2683,3.51080198176957e-05,0.000129177372180897,0.000127966324225797,0.000125997109504472,0.000127349455800933,0.000177541137961962,0.000180788270781882,0.000176303935491477,0.000179176837618811,0.000179977333517096,0.000182899444436763,0.000178409204538627,0.000180988597929668,0.000125215099656432,0.000136661541346714,0.000132284130317896,0.000135859392252616,9.6179371658606e-05,0.000116835267836756,0.000314223535226265,0.000155393645686023
"2020-09-28",49841.68,0.031528929739582,2684,0.000994073410523498,0.000122343375188195,0.000121196114239399,0.000119374833311794,0.000120797868876308,0.00016241407802431,0.000165117592944067,0.000161165129296391,0.000164196925912939,0.000162459493219349,0.000165227329920818,0.000161113430617752,0.000164195494838679,0.000117557431559287,0.000128627690644484,0.000124792203699419,0.000128413419160216,3.51080198176957e-05,0.00011680479533563,0.000313980404367838,0.000155439222805501
"2020-09-29",49499.4,-0.00689103348720799,2685,4.7486342521822e-05,0.000181153765165392,0.000180034973853577,0.000178186695051917,0.000178897467731015,0.000160061128058669,0.000159570877231782,0.000157741246013418,0.000159464306064944,0.000157333647194519,0.000156926930913978,0.000155133584618455,0.000156843122044871,0.000209842236989564,0.00019321473208971,0.000187896076445024,0.000192120075116301,0.000994073410523498,0.000117131768356573,0.000317458122239999,0.000156748841910516
"2020-09-30",49411.53,-0.00177675051919908,2686,3.15684240747421e-06,0.000171815824954754,0.000169885054079583,0.000168034713824072,0.000168905243988486,0.000166657093279929,0.000165675430006943,0.000162528284725799,0.000164706460343801,0.000166003190534657,0.000164971023856954,0.000161704032093381,0.000163926897759035,0.000163310031775575,0.0001794439348384,0.000176115067972118,0.000179902235820868,4.7486342521822e-05,0.000117105819986291,0.00031722672908332,0.000156811312442017
"2020-10-01",49035.41,-0.00764110758600586,2687,5.83865251409163e-05,0.000158120132971465,0.000156297137331819,0.000154280032551358,0.00015571374452329,0.000152822670270048,0.000152912195684123,0.000149988249553377,0.000152614580749176,0.000150932933917188,0.000151380014386992,0.000148227902436804,0.000151121956828055,0.00014640557141247,0.000165239660544781,0.000161449198366377,0.000164407427946207,3.15684240747421e-06,0.000117063380888497,0.000317067284567516,0.000156801166776782
"2020-10-02",49043.26,0.000160075580485694,2688,2.56241914678319e-08,0.000149456338110339,0.000148141193987457,0.000146193116070187,0.00014763318430591,0.00015598251623978,0.000156716034708066,0.000153489702830028,0.000156336708077724,0.000155546369746696,0.000156599743786276,0.000153121551331197,0.000156164105689202,0.000141821485076868,0.000154873923583307,0.000152608684838771,0.000157979861798442,5.83865251409163e-05,0.000117041535447042,0.000317194591645265,0.000156874368326808
"2020-10-05",50014.64,0.0196129968062498,2689,0.000384669643721964,0.000137880135148572,0.000136573944287318,0.000134724891970314,0.000136467999512917,0.000141027584578111,0.000142115662340395,0.000138941624243155,0.000142171353189963,0.000138942780312589,0.000140681149728943,0.000137099578676168,0.000140811215196322,0.000129698695070664,0.00014223346909889,0.000139766226751075,0.000144823912822378,2.56241914678319e-08,0.000116997986540732,0.000317095492953994,0.000156871050894265
"2020-10-06",50113.97,0.00198404896630371,2690,3.93645030069083e-06,0.00015405850029824,0.000152634466067402,0.000150894852713336,0.000152406276509065,0.000135270585325319,0.000134747765276882,0.000132789589421123,0.000135263179385562,0.000131353107779751,0.000131504044737955,0.000129241950410381,0.000132184788739016,0.00016102039490477,0.000160833895734724,0.000157590781654576,0.000161788615478975,0.000384669643721964,0.000117097566770338,0.000318472987952979,0.000157379200908391
"2020-10-07",50207.28,0.0018602245667347,2691,3.46043543868332e-06,0.000141751525799655,0.000140729724790368,0.000139085569688903,0.000140858539221645,0.000122745872841078,0.000122766428964194,0.000120876186121662,0.000123599660877866,0.000117879268389609,0.000118752251973989,0.00011644406122278,0.000119803644010983,0.000134549553778435,0.000146359091503105,0.000144212782145709,0.00014896857171516,3.93645030069083e-06,0.000117055483796567,0.000318217948049231,0.000157291642418724
"2020-10-08",49727.34,-0.00960515364729652,2692,9.22589765881736e-05,0.000131215578719746,0.000130319919476344,0.000128578759850385,0.000130558881948608,0.000112065014159788,0.000112311681219183,0.000110490777940949,0.000113361377769002,0.000106474037608967,0.000107691952586314,0.000105396062764705,0.000108995666185956,0.000124817914442432,0.000135502649199143,0.000132251916468126,0.000136116039019325,3.46043543868332e-06,0.000117013255154055,0.000316279788008696,0.000157284906471231
"2020-10-09",49191.09,-0.0108423729191902,2693,0.000117557050518788,0.00012787282153248,0.000127049909059463,0.000125326612372247,0.000127272588306045,0.000122629978572866,0.000123321957582886,0.000121066099486596,0.000123936457612677,0.000119086560922857,0.000120516125794914,0.000117862952300983,0.000121277308697006,0.000126201254462565,0.000131642049346935,0.000128940603979215,0.000133763425658215,9.22589765881736e-05,0.000117004056239686,0.000316637133983934,0.000157326044659316
"2020-10-12",48938.01,-0.00515811438448584,2694,2.66061440034397e-05,0.000125405459398486,0.000125052328082643,0.000123495581673759,0.00012548892841908,0.000133853261400804,0.000135429264019325,0.000132992455232056,0.000135840227856268,0.000132434237136265,0.000134500984637332,0.000131790592774751,0.000134903961903367,0.000125015596523925,0.000130716683620159,0.000127468276258807,0.000133436966215825,0.000117557050518788,0.000117004261661038,0.00031683572707274,0.000157468986705773
"2020-10-13",48464.15,-0.00973004579168105,2695,9.46737911082101e-05,0.000117504316221562,0.000117319404480847,0.000115681717944294,0.000117921147393825,0.000130955843443618,0.000133239789424558,0.000130843498993115,0.000133854760944062,0.00012991999991781,0.000132772966551507,0.000130107448134158,0.000133346795543538,0.00011448902257907,0.00012208251213788,0.000120266928509694,0.000123035435508185,2.66061440034397e-05,0.00011697069384906,0.000316940830176759,0.000157498849860955
"2020-10-14",48596.45,0.00272613361004623,2696,7.43180445982371e-06,0.000115230373231169,0.000115050520472717,0.000113441962700007,0.000115712367116212,0.000139994894240678,0.000142894689016561,0.000140207779954743,0.000143266637126974,0.000140857995198445,0.000144170228920494,0.000141261343839972,0.000144380006582576,0.00011726459042708,0.000119787083082084,0.000117961402046937,0.000120797672973227,9.46737911082101e-05,0.000116962417344701,0.000317229790787116,0.000157615951028402
"2020-10-15",47482,-0.0231997911175467,2697,0.000538230307897797,0.000107346127114155,0.000107490581658336,0.000105844018450594,0.000108207485557708,0.000127906074848522,0.000130590688769459,0.000128093034700248,0.000131268251818858,0.000127086382190742,0.000130397831700504,0.000127558255230608,0.000131025814312788,0.000105425604418396,0.000111776583577006,0.000110428723816063,0.000113152854816556,7.43180445982371e-06,0.000116921775187787,0.000317258958304189,0.00015752468744834
"2020-10-16",48210.12,0.0152182656711,2698,0.000231595610036182,0.000138276097283687,0.000137352423015679,0.000135872238923079,0.000137407010062227,0.000176081681571179,0.000179503170918539,0.000175691777523014,0.000178481841999771,0.000178884573444301,0.000182098953455516,0.000178390516471082,0.000180780065261165,0.000154935105996798,0.000144732654884153,0.00014118038894591,0.000145022751690154,0.000538230307897797,0.000117078046898733,0.000319322393210265,0.000158223379786048
"2020-10-19",48128.15,-0.00170171251322868,2699,2.89582547767909e-06,0.000146732518624171,0.000145314806009209,0.000143306636483727,0.000144636600390913,0.00016557023649521,0.000167243803688195,0.000164485889767498,0.000166859569409551,0.000165646804306389,0.00016734185655162,0.000164679928582414,0.000166869951676735,0.000151216410984717,0.000153085470906512,0.000150180190629951,0.000152537623223434,0.000231595610036182,0.000117120507989996,0.000319320016754241,0.000158527361083736
"2020-10-20",48418.97,0.00602443407073872,2700,3.62938058726775e-05,0.000136058529897687,0.000134467377528417,0.000132379293087414,0.00013410988932206,0.000156028602090489,0.000157532416253302,0.000154181404741846,0.000157088774509183,0.000155612972765226,0.000157361009810954,0.000153810431999449,0.000156855833701749,0.000129198171433519,0.000141079265817608,0.000138830120494399,0.000142178143836004,2.89582547767909e-06,0.000117078171191437,0.000319255859050138,0.000158422299203403
"2020-10-21",47912.13,-0.0105229708158753,2701,0.000110732914791764,0.000128319029877987,0.0001269104114082,0.000125062994104182,0.000126795133681328,0.000143256193819821,0.000144477806611774,0.000141548178617628,0.000144505038263816,0.000141052888422356,0.000142738083434368,0.000139542231420487,0.000142855305572474,0.00012353038255489,0.00013290090905523,0.000129239065995683,0.000132798356097628,3.62938058726775e-05,0.000117048239970496,0.000319377003549854,0.000158428450982413
"2020-10-22",47910.38,-3.65258643338576e-05,2702,1.33413876533537e-09,0.000126981386369135,0.000125638250576947,0.000123662826234552,0.000125373318255989,0.000155638450323191,0.000157208180284229,0.000153639004211306,0.000156709078804269,0.000155861345672712,0.00015768378117455,0.000153891971327601,0.000157091005760084,0.000127379559891549,0.000131590746619669,0.00012805378178362,0.000131283851643866,0.000110732914791764,0.000117045900961171,0.000319798067291661,0.000158551392112785
"2020-10-23",47846.25,-0.0013394374799516,2703,1.7940927626991e-06,0.000117506523267989,0.000116415742549365,0.000114485189277488,0.000116348579121019,0.000140761995129153,0.000142603349527157,0.000139098190680223,0.000142523906700253,0.000139269280177467,0.000141706134830308,0.000137801617981711,0.000141681799040002,0.000119733471464934,0.000120853295557296,0.000118592831379824,0.000123542871084588,1.33413876533537e-09,0.000117002567171159,0.000319605289737064,0.000158523068748857
"2020-10-26",47418.61,-0.00897797724064682,2704,8.06040753335723e-05,0.000108978635784564,0.00010818252581578,0.000106316050375004,0.000108245667110604,0.000130372020865544,0.000132487830041945,0.000128988988486574,0.000132658214645356,0.000128111594445771,0.000130986079678104,0.000126993526866798,0.000131283540022797,0.000110999617041175,0.000111091267791597,0.000111062884748339,0.00011445140441461,1.7940927626991e-06,0.00011695992894969,0.000319522545422276,0.000158498817146464
"2020-10-27",47198.4,-0.0046547739694143,2705,2.1666920706337e-05,0.00010669334498612,0.000106113039035789,0.000104294088477285,0.000106242796777203,0.000138074993627347,0.000140725108404376,0.000136947560540127,0.000140652718856801,0.000137633296975213,0.000140882914908532,0.000136654696748283,0.000140797129870518,0.000108856505419648,0.000109431996694152,0.000107813746210522,0.000113003671719887,8.06040753335723e-05,0.000116946478763373,0.000319653773247723,0.000158459387608866
"2020-10-28",45008.3,-0.0475130765048855,2706,0.0022574924389591,0.00010041861849664,9.99645758831048e-05,9.82655174758331e-05,0.000100142824905386,0.000133859355280793,0.00013708740305216,0.000133467668682923,0.000137270695323922,0.000133535528543743,0.000137470948514277,0.000133392008936627,0.000137655008948856,0.000101522135795802,0.00010418804528169,0.000102032353427893,0.000107111263341904,2.1666920706337e-05,0.000116911242240423,0.000319356593041496,0.000158475160554526
"2020-10-29",44840.6,-0.00373293818264161,2707,1.39348274754236e-05,0.000247802506938482,0.000246045766911641,0.000243418440307029,0.000243636726692145,0.00027653135066702,0.000281180183986841,0.000274542782648214,0.00027592241521145,0.000269857873127981,0.000272375557208072,0.000266925465786433,0.000267280102547153,0.000320258718741579,0.000259895708821466,0.000256718070026885,0.000258811145584463,0.0022574924389591,0.000117702584642167,0.000328277940690378,0.000161443657324886
"2020-10-30",44097.98,-0.0167000026092797,2708,0.00027889008714995,0.000227036104724348,0.000224967435049414,0.000222884580607296,0.000223450814913011,0.000247721056509405,0.000254390155182247,0.000249565028187011,0.000251725057235387,0.000239700170917306,0.000245428695294802,0.000241551161173918,0.000243128320547331,0.000210837179977959,0.000235400139857233,0.000233539741696124,0.000236645484156476,1.39348274754236e-05,0.000117664237355705,0.000328328383731391,0.000161457834480567
"2020-11-02",45177.16,0.0241776729766262,2709,0.00058455987056468,0.000227829136413423,0.000225543013189417,0.00022324843360701,0.00022410840056124,0.000273665531152468,0.000281139863045063,0.000275277749787555,0.000277741238050581,0.000271204233930825,0.000277419846769062,0.000272563067093269,0.000273904418036524,0.000218829709490183,0.000235497740813192,0.000232559008087738,0.000234808558552962,0.00027889008714995,0.000117723796221532,0.00032887489624832,0.000161720967768215
"2020-11-03",47160.46,0.042964180258754,2710,0.00184592078530671,0.000253113344583478,0.000250286955764603,0.00024691550336006,0.000248219956411428,0.000256558029906472,0.000261347272939308,0.000257147437768002,0.000259440087646031,0.000250750846252011,0.00025482595456817,0.000251491533503267,0.000253018266036089,0.000256599450514196,0.000260149991965684,0.000254754390791883,0.000259230123210809,0.00058455987056468,0.000117896187681777,0.000330477052734104,0.000162447624385943
"2020-11-04",47294.2,0.00283183676432866,2711,8.01929945980339e-06,0.000353223938425877,0.000353445194036049,0.000349941362506175,0.000351605491583962,0.000249759358829291,0.000250454923635147,0.000249152609930397,0.000250179425047051,0.000239729877899123,0.000239965369205967,0.000239660778537295,0.000239828596687524,0.000389162482787135,0.000369040314912603,0.000362805506345229,0.000369679495659153,0.00184592078530671,0.000118534070515895,0.000337674622495587,0.000164715073854747
"2020-11-05",48295.31,0.0209467880798341,2712,0.00043876793086148,0.000321835247593311,0.000321010958473182,0.000318128980434715,0.000320080204123823,0.000223265184864392,0.000224141376172996,0.000222794910337698,0.000224695291777844,0.000212424128101517,0.000213359466535901,0.000212529875814001,0.000214173773519653,0.000331502539765547,0.000329411190203235,0.000326910056609648,0.000331915366571965,8.01929945980339e-06,0.000118493290157571,0.000337704655302877,0.000164725457062422
"2020-11-06",48962.48,0.0137198360213912,2713,0.000188233900453864,0.000325041501172663,0.000324061388801253,0.000320912446344958,0.000323576417343105,0.00020919982331138,0.000208628613180724,0.000208282160433798,0.000209968963792584,0.000196464924451268,0.000196241049862072,0.000196307454018552,0.000197874541948092,0.000327589769253828,0.000332608607685827,0.000329676783679365,0.000333251122195453,0.00043876793086148,0.000118611429088115,0.00033894816491312,0.000165305063647166
"2020-11-09",50827.48,0.0373828626923941,2714,0.00139747842307839,0.000307422131890397,0.000306723283374769,0.000304059853988892,0.00030703205554539,0.000192682968456768,0.000191608070547698,0.000191868059515399,0.000193535555242231,0.000178894311455104,0.000178454913584539,0.000178900827335128,0.000180670184121599,0.000287379400607483,0.000310859839771851,0.000308855306026656,0.000313245260732534,0.000188233900453864,0.000118637101090831,0.000336946796269933,0.000165393483727996
"2020-11-10",51280.02,0.00886404941955309,2715,7.85713721122795e-05,0.000376756264279427,0.000377147517217555,0.000373177037924336,0.000377492035580901,0.000190924029344086,0.000186777177652273,0.000189034021598539,0.000189603743134478,0.000175211772537952,0.000171550694118102,0.000174208205012518,0.000174615450306266,0.000395514305563611,0.000383380326667702,0.000381222127154856,0.000387072260784018,0.00139747842307839,0.000119108476439887,0.000342429345312201,0.000167232931491021
"2020-11-12",51229.23,-0.000990935045493067,2716,9.81952264386346e-07,0.000346230370990184,0.00034609526926703,0.000342900740688509,0.000347286776361197,0.00017369917456917,0.000169834286108004,0.000172191247553343,0.000172887625908752,0.000157751773386239,0.000154612374912249,0.000157154569490723,0.000157835589458878,0.000351723000149502,0.000348610255188656,0.000338352429651875,0.000352679505254498,7.85713721122795e-05,0.000119093540144998,0.00034260755379031,0.000167325478384967
